Dominant_topic,Perc_Contrib,Topic_Keywords,Data_Lemmatized,Content,Aspect,Sentiment,Score
1,0.42,"driver, get, order, bad, time, customer, always, cancel, star, find","['honest', 'whole', 'great', 'general', 'get', 'chat', 'feature', 'talk', 'driver', 'new', 'feature', 'suggest', 'message', 'bad', 'experience', 'many', 'accidental', 'message', 'send', 'throw', 'usual', 'habit', 'start', 'type', 'right', 'away', 'really', 'dissapointe', 'measure', 'bear', 'take', 'consideration', 'actual', 'implementation', 'feature', 'people', 'thank', 'apologize', 'long', 'message']",honest whole great general get chat feature talk driver new feature suggest message bad experience many accidental message send throw usual habit start type right away really dissapointe measure bear take consideration actual implementation feature people thank apologize long message,Service,Negative,0.9692716598510742
1,0.424,"driver, get, order, bad, time, customer, always, cancel, star, find","['suck', 'big', 'company', 'person', 'verify', 'datum', 'really', 'hard', 'upgrade', 'gopay', 'use', 'machine', 'reason', 'upgrade', 'fail', 'detail', 'tell', 'part', 'point', 'make', 'fail', 'cs', 'help', 'say', 'thing', 'solution', 'also', 'app', 'always', 'take', 'farth', 'route', 'wrong', 'route', 'driver', 'customer']",suck big company person verify datum really hard upgrade gopay use machine reason upgrade fail detail tell part point make fail cs help say thing solution also app always take farth route wrong route driver customer,Service,Negative,0.9986839890480042
2,0.463,"gopay, crash, keep, top, update, work, still, account, close, fix","['gojek', 'great', 'work', 'far', 'new', 'much', 'clutter', 'always', 'prefer', 'simple', 'sleek', 'practical', 'ui', 'also', 'show', 'app', 'successfully', 'process', 'tip', 'driver', 'tip', 'amount', 'even', 'add', 'receipt', 'receive', 'notification', 'ratingtip', 'notif', 'keep', 'pop', 'twice', 'even', 'condition', 'fully', 'work', 'internet', 'source', 'hope', 'guy', 'fix', 'soon']",gojek great work far new much clutter always prefer simple sleek practical ui also show app successfully process tip driver tip amount even add receipt receive notification ratingtip notif keep pop twice even condition fully work internet source hope guy fix soon,Payment,Positive,0.6978299021720886
1,0.597,"driver, get, order, bad, time, customer, always, cancel, star, find","['slow', 'load', 'driver', 'sometimes', 'adjust', 'total', 'final', 'price', 'item', 'available', 'need', 'add', 'item', 'order', 'flexible', 'flexibility', 'reason', 'use', 'grab', 'app', 'tipping', 'driver', 'long', 'show', 'amount', 'history', 'calculate', 'make', 'sure', 'tip', 'already', 'include', 'annoying', 'often', 'place', 'several', 'order', 'time', 'reorderunless', 'itemsamount']",slow load driver sometimes adjust total final price item available need add item order flexible flexibility reason use grab app tipping driver long show amount history calculate make sure tip already include annoying often place several order time reorderunless itemsamount,Service,Negative,0.9957873225212097
2,0.372,"gopay, crash, keep, top, update, work, still, account, close, fix","['definitely', 'love', 'gojek', 'much', 'love', 'app', 'prefer', 'old', 'tbh', 'sure', 'look', 'modern', 'new', 'update', 'hard', 'navigate', 'new', 'update', 'heavy', 'compare', 'old', 'slight', 'lag', 'quite', 'good', 'phone', 'also', 'thing', 'annoying', 'everytime', 'open', 'app', 'always', 'say', 'turn', 'location', 'service', 'turn', 'time', 'open', 'app', 'small', 'bug', 'sure', 'get', 'annoying', 'overtime', 'suggestion', 'simplify', 'ux', 'make', 'app', 'heavy', 'phone', 'handle', 'mean', 'use', 'highend', 'want', 'people', 'phone', 'able', 'cook', 'food', 'right', 'surely', 'change', 'rating', 'get', 'fix', 'hopefully']",definitely love gojek much love app prefer old tbh sure look modern new update hard navigate new update heavy compare old slight lag quite good phone also thing annoying everytime open app always say turn location service turn time open app small bug sure get annoying overtime suggestion simplify ux make app heavy phone handle mean use highend want people phone able cook food right surely change rating get fix hopefully,Payment,Negative,0.9941237568855286
2,0.507,"gopay, crash, keep, top, update, work, still, account, close, fix","['dude', 'bring', 'old', 'back', 'great', 'try', 'well', 'tbh', 'working', 'find', 'stuff', 'also', 'sometimes', 'sooooo', 'heavy', 'buggy', 'chomp', 'ram', 'lighter', 'really', 'explore', 'app', 'maneuver', 'know', 'goal', 'improve', 'ux', 'pretty', 'much', 'work']",dude bring old back great try well tbh working find stuff also sometimes sooooo heavy buggy chomp ram lighter really explore app maneuver know goal improve ux pretty much work,Payment,Positive,0.8436802625656128
0,0.461,"good, app, service, great, gojek, use, easy, well, help, helpful","['go', 'since', 'ever', 'less', 'promotion', 'even', 'really', 'worth', 'hard', 'use', 'update', 'uninstalled', 'well', 'complicated', 'delete', 'gojek', 'account', 'customer', 'service', 'even', 'email', 'really', 'need', 'major', 'problem', 'solve']",go since ever less promotion even really worth hard use update uninstalled well complicated delete gojek account customer service even email really need major problem solve,User Experience,Negative,0.9987351298332214
1,0.7,"driver, get, order, bad, time, customer, always, cancel, star, find","['good', 'app', 'get', 'pricey', 'even', 'location', 'close', 'address', 'difficult', 'find', 'driver', 'rainy', 'day', 'think', 'give', 'raincoat', 'driver', 'problem', 'use', 'gps', 'location', 'pick', 'seem', 'always', 'incorrect', 'driver', 'sometimes', 'get', 'lose', 'try', 'pick', 'fix']",good app get pricey even location close address difficult find driver rainy day think give raincoat driver problem use gps location pick seem always incorrect driver sometimes get lose try pick fix,Service,Negative,0.9954858422279358
1,0.569,"driver, get, order, bad, time, customer, always, cancel, star, find","['good', 'service', 'decent', 'app', 'seriously', 'hard', 'gojek', 'add', 'savedfavorite', 'place', 'feature', 'app', 'save', 'time', 'costumer', 'driver', 'well', 'gps', 'service', 'good', 'pinpoint', 'location', 'map', 'effective', 'people', 'point', 'exact', 'current', 'location', 'map', 'area', 'service', 'address', 'description', 'generate', 'map', 'mostly', 'different', 'actual', 'address', 'confuse']",good service decent app seriously hard gojek add savedfavorite place feature app save time costumer driver well gps service good pinpoint location map effective people point exact current location map area service address description generate map mostly different actual address confuse,Service,Positive,0.9774343967437744
2,0.463,"gopay, crash, keep, top, update, work, still, account, close, fix","['add', 'much', 'content', 'feature', 'app', 'fix', 'lag', 'crash', 'issue', 'use', 'long', 'install', 'uninstall', 'several', 'time', 'lag', 'black', 'screen', 'crash', 'help', 'new', 'update', 'come', 'much', 'content', 'add', 'optimization', 'terrible', 'also', 'graphic', 'design', 'nice', 'much', 'feel', 'cluttered', 'sore', 'eye', 'probably', 'taste', 'fix', 'thank']",add much content feature app fix lag crash issue use long install uninstall several time lag black screen crash help new update come much content add optimization terrible also graphic design nice much feel cluttered sore eye probably taste fix thank,Payment,Negative,0.9865749478340149
2,0.522,"gopay, crash, keep, top, update, work, still, account, close, fix","['hate', 'say', 'update', 'new', 'uiux', 'right', 'lag', 'soooo', 'much', 'thought', 'cause', 'phone', 'memory', 'internal', 'else', 'realize', 'everyone', 'complain', 'social', 'medium', 'bring', 'back', 'design', 'newest', 'make', 'stressful', 'want', 'simple', 'yet', 'stylish', 'design', 'transport', 'online', 'complicated', 'app']",hate say update new uiux right lag soooo much thought cause phone memory internal else realize everyone complain social medium bring back design newest make stressful want simple yet stylish design transport online complicated app,Payment,Negative,0.9816193580627441
1,0.571,"driver, get, order, bad, time, customer, always, cancel, star, find","['get', 'slow', 'slow', 'think', 'dev', 'team', 'solve', 'soon', 'man', 'wrong', 'driver', 'location', 'even', 'bother', 'update']",get slow slow think dev team solve soon man wrong driver location even bother update,Service,Negative,0.9991707801818848
1,0.441,"driver, get, order, bad, time, customer, always, cancel, star, find","['experience', 'accidentally', 'order', 'food', 'checkout', 'screen', 'realise', 'gopay', 'enough', 'mobile', 'banking', 'topup', 'back', 'checkout', 'screen', 'suddenly', 'food', 'order', 'even', 'chance', 'change', 'payment', 'method', 'dissapointe', 'app', 'new', 'great', 'look', 'beautiful', 'terrible', 'even', 'want', 'cancel', 'order', 'always', 'busy']",experience accidentally order food checkout screen realise gopay enough mobile banking topup back checkout screen suddenly food order even chance change payment method dissapointe app new great look beautiful terrible even want cancel order always busy,Service,Negative,0.994574785232544
1,0.42,"driver, get, order, bad, time, customer, always, cancel, star, find","['late', 'ui', 'confusing', 'find', 'current', 'order', 'notification', 'also', 'find', 'difficult', 'choose', 'paylater', 'see', 'paylater', 'soooo', 'small', 'get', 'point', 'add', 'illustration', 'scroll', 'home', 'unnecessary', 'upgrading', 'mean', 'put', 'lot', 'illustration', 'horrible', 'experience', 'use', 'version', 'lagging', 'everywhere', 'bring', 'back', 'old', 'ui']",late ui confusing find current order notification also find difficult choose paylater see paylater soooo small get point add illustration scroll home unnecessary upgrading mean put lot illustration horrible experience use version lagging everywhere bring back old ui,Service,Negative,0.9996054768562317
1,0.446,"driver, get, order, bad, time, customer, always, cancel, star, find","['really', 'appreciate', 'design', 'simple', 'help', 'lot', 'maybe', 'bug', 'experience', 'accidentally', 'order', 'food', 'restaurant', 'different', 'driver', 'assume', 'happen', 'automatic', 'driver', 'search', 'feature', 'update', 'driver', 'phone', 'automatically', 'look', 'driver', 'make', 'pay', 'overall', 'great']",really appreciate design simple help lot maybe bug experience accidentally order food restaurant different driver assume happen automatic driver search feature update driver phone automatically look driver make pay overall great,Service,Positive,0.9971939325332642
1,0.592,"driver, get, order, bad, time, customer, always, cancel, star, find","['cancel', 'order', 'different', 'occasion', 'food', 'send', 'even', 'order', 'hold', 'hour', 'additionally', 'repeat', 'experience', 'get', 'driver', 'order', 'send', 'process', 'hour', 'driver', 'respond', 'faq', 'page', 'helpful', 'frustrating', 'experience', 'remember', 'open', 'thing', 'consider', 'hurry']",cancel order different occasion food send even order hold hour additionally repeat experience get driver order send process hour driver respond faq page helpful frustrating experience remember open thing consider hurry,Service,Negative,0.9924213290214539
1,0.539,"driver, get, order, bad, time, customer, always, cancel, star, find","['super', 'slow', 'lately', 'change', 'data', 'provider', 'time', 'think', 'super', 'annoying', 'also', 'inconvenience', 'due', 'difficulty', 'communicate', 'driver', 'know', 'app', 'various', 'feature', 'slow', 'else', 'fix', 'situation']",super slow lately change data provider time think super annoying also inconvenience due difficulty communicate driver know app various feature slow else fix situation,Service,Negative,0.9992498755455017
1,0.711,"driver, get, order, bad, time, customer, always, cancel, star, find","['app', 'first', 'lately', 'feel', 'unsatisfied', 'due', 'several', 'time', 'get', 'cancel', 'service', 'gocar', 'gosend', 'minute', 'wait', 'talk', 'driver', 'seem', 'move', 'long', 'wait', 'cancel', 'think', 'provide', 'promo', 'else', 'make', 'hard', 'even', 'get', 'service', 'make', 'want', 'move', 'app', 'fix']",app first lately feel unsatisfied due several time get cancel service gocar gosend minute wait talk driver seem move long wait cancel think provide promo else make hard even get service make want move app fix,Service,Negative,0.998588502407074
2,0.506,"gopay, crash, keep, top, update, work, still, account, close, fix","['use', 'app', 'several', 'year', 'even', 'categorize', 'high', 'customer', 'category', 'multiple', 'order', 'daily', 'suddenly', 'account', 'lock', 'false', 'detection', 'multiple', 'account', 'login', 'device', 'never', 'happen', 'never', 'even', 'log', 'account', 'let', 'alone', 'log', 'account', 'sadly', 'solution', 'gojek', 'log', 'different', 'device', 'intention', 'investigate', 'false', 'detection']",use app several year even categorize high customer category multiple order daily suddenly account lock false detection multiple account login device never happen never even log account let alone log account sadly solution gojek log different device intention investigate false detection,Payment,Negative,0.9935552477836609
2,0.442,"gopay, crash, keep, top, update, work, still, account, close, fix","['current', 'policy', 'strange', 'burdensome', 'customer', 'transfer', 'upgrade', 'think', 'part', 'basic', 'feature', 'gopay', 'need', 'upgrade', 'make', 'alt', 'policy', 'eg', 'transfer', 'exceed', 'upgrade', 'gopay', 'fine', 'upgrade', 'go', 'smoothly', 'file', 'little', 'blurry', 'upgrade', 'fail', 'also', 'additional', 'fee', 'include', 'application', 'service', 'fee', 'still', 'gps', 'slowness', 'prblm']",current policy strange burdensome customer transfer upgrade think part basic feature gopay need upgrade make alt policy eg transfer exceed upgrade gopay fine upgrade go smoothly file little blurry upgrade fail also additional fee include application service fee still gps slowness prblm,Payment,Negative,0.9935675263404846
1,0.395,"driver, get, order, bad, time, customer, always, cancel, star, find","['late', 'version', 'actually', 'bad', 'lot', 'well', 'first', 'time', 'gojek', 'change', 'overall', 'look', 'app', 'however', 'find', 'quite', 'annoying', 'thing', 'restaurant', 'page', 'gofood', 'use', 'search', 'feature', 'search', 'column', 'automatically', 'disappear', 'delete', 'type', 'tap', 'binocular', 'icon', 'single', 'time', 'want', 'change', 'search', 'small', 'thing', 'indeed', 'quite', 'annoying', 'really', 'case', 'search', 'feature', 'page', 'hopefully', 'little', 'thing', 'fix', 'next', 'update']",late version actually bad lot well first time gojek change overall look app however find quite annoying thing restaurant page gofood use search feature search column automatically disappear delete type tap binocular icon single time want change search small thing indeed quite annoying really case search feature page hopefully little thing fix next update,Service,Negative,0.998798131942749
0,0.48,"good, app, service, great, gojek, use, easy, well, help, helpful","['use', 'service', 'lot', 'normal', 'college', 'girl', 'find', 'bother', 'buy', 'thing', 'complaint', 'option', 'opinion', 'restrict', 'mean', 'raise', 'problem', 'regard', 'specific', 'route', 'map', 'option', 'big', 'deal', 'surely', 'save', 'driver', 'extra', 'minute', 'confusement']",use service lot normal college girl find bother buy thing complaint option opinion restrict mean raise problem regard specific route map option big deal surely save driver extra minute confusement,User Experience,Negative,0.9985804557800293
1,0.78,"driver, get, order, bad, time, customer, always, cancel, star, find","['dumb', 'especially', 'car', 'pick', 'driver', 'close', 'consider', 'route', 'driver', 'take', 'reach', 'often', 'get', 'driver', 'already', 'pass', 'pickup', 'point', 'force', 'driver', 'take', 'long', 'route', 'turn', 'back', 'reach', 'pickup', 'point', 'give', 'poor', 'experience', 'driver', 'rider', 'wait', 'long', 'need']",dumb especially car pick driver close consider route driver take reach often get driver already pass pickup point force driver take long route turn back reach pickup point give poor experience driver rider wait long need,Service,Negative,0.998464822769165
2,0.526,"gopay, crash, keep, top, update, work, still, account, close, fix","['recently', 'load', 'properly', 'picture', 'robot', 'couple', 'say', 'let', 'try', 'show', 'instead', 'usual', 'interface', 'time', 'try', 'tip', 'driver', 'unclosable', 'popup', 'tell', 'device', 'offline', 'even', 'definitely', 'online', 'try', 'switch', 'network', 'wifi', 'datum', 'connection', 'result', 'also', 'popup', 'keep', 'reappear', 'close', 'sure', 'tip', 'get', 'send']",recently load properly picture robot couple say let try show instead usual interface time try tip driver unclosable popup tell device offline even definitely online try switch network wifi datum connection result also popup keep reappear close sure tip get send,Payment,Negative,0.9558954834938049
2,0.645,"gopay, crash, keep, top, update, work, still, account, close, fix","['late', 'update', 'constantly', 'load', 'error', 'message', 'loading', 'see', 'access', 'service', 'try', 'reinstall', 'even', 'log', 'inputte', 'phone', 'number', 'show', 'loading', 'wheel', 'anywhere', 'show', 'error', 'message', 'use', 'use', 'lot', 'update', 'frustrating', 'update', 'fix', 'email', 'correspondence', 'thank', 'guy']",late update constantly load error message loading see access service try reinstall even log inputte phone number show loading wheel anywhere show error message use use lot update frustrating update fix email correspondence thank guy,Payment,Negative,0.9985041618347168
1,0.431,"driver, get, order, bad, time, customer, always, cancel, star, find","['excellent', 'complete', 'service', 'quick', 'time', 'hope', 'fix', 'addresslocation', 'bug', 'always', 'set', 'delivery', 'location', 'home', 'order', 'really', 'pay', 'attention', 'delivery', 'address', 'order', 'food', 'sometimes', 'delivery', 'address', 'change', 'randomly', 'notice', 'create', 'actual', 'address', 'fix', 'bug']",excellent complete service quick time hope fix addresslocation bug always set delivery location home order really pay attention delivery address order food sometimes delivery address change randomly notice create actual address fix bug,Service,Negative,0.9436862468719482
0,0.435,"good, app, service, great, gojek, use, easy, well, help, helpful","['always', 'happy', 'use', 'app', 'slowloade', 'map', 'really', 'ease', 'life', 'get', 'food', 'lowcost', 'transportation', 'make', 'payment', 'pay', 'bill', 'even', 'ask', 'else', 'buy', 'thing', 'store', 'sick', 'gopay', 'also', 'integrate', 'halodoc', 'help', 'pay', 'consultation', 'doctor', 'order', 'medicine', 'easily', 'anyway', 'old', 'look', 'well', 'new', 'one', 'absolutely', 'catchy', 'old', 'ux', 'busy', 'mind']",always happy use app slowloade map really ease life get food lowcost transportation make payment pay bill even ask else buy thing store sick gopay also integrate halodoc help pay consultation doctor order medicine easily anyway old look well new one absolutely catchy old ux busy mind,User Experience,Negative,0.9397452473640442
0,0.516,"good, app, service, great, gojek, use, easy, well, help, helpful","['use', 'app', 'almost', 'year', 'app', 'good', 'service', 'anywhere', 'recently', 'price', 'higher', 'promo', 'voucher', 'lack', 'service', 'mention', 'bad', 'customer', 'service', 'app', 'rainy', 'day', 'difficult', 'get', 'driver', 'wait', 'minute', 'later', 'minute', 'later', 'sometimes', 'location', 'match', 'fix', 'manually', 'use', 'paylater', 'transfer', 'bank', 'issue', 'lose', 'money', 'good', 'choose', 'use', 'gopay', 'cash']",use app almost year app good service anywhere recently price higher promo voucher lack service mention bad customer service app rainy day difficult get driver wait minute later minute later sometimes location match fix manually use paylater transfer bank issue lose money good choose use gopay cash,User Experience,Negative,0.9967814683914185
1,0.571,"driver, get, order, bad, time, customer, always, cancel, star, find","['get', 'location', 'wrong', 'cancel', 'time', 'open', 'phone', 'touching', 'order', 'serious', 'happen', 'twice', 'fight', 'gojek', 'get', 'cancel', 'good', 'customer', 'service', 'come', 'online', 'help', 'app', 'problem', 'need', 'fix', 'update', 'address', 'new', 'home', 'location', 'far', 'behind', 'get', 'driver', 'lose', 'sometimes', 'build', 'new', 'thing', 'aware', 'change']",get location wrong cancel time open phone touching order serious happen twice fight gojek get cancel good customer service come online help app problem need fix update address new home location far behind get driver lose sometimes build new thing aware change,Service,Negative,0.9954401254653931
2,0.617,"gopay, crash, keep, top, update, work, still, account, close, fix","['sooo', 'stupid', 'work', 'fine', 'n', 'malfunction', 'force', 'uninstal', 'n', 'reinstal', 'new', 'update', 'bring', 'new', 'bug', 'click', 'food', 'dialog', 'box', 'pop', 'look', 'permission', 'require', 'give', 'app', 'permission', 'access', 'phone', 'camera', 'storage', 'location', 'mic', 'other', 'time', 'say', 'oop', 'busy', 'try', 'happen', 'time', 'fix', 'good', 'ill', 'uninstal', 'good']",sooo stupid work fine n malfunction force uninstal n reinstal new update bring new bug click food dialog box pop look permission require give app permission access phone camera storage location mic other time say oop busy try happen time fix good ill uninstal good,Payment,Negative,0.9991623163223267
1,0.752,"driver, get, order, bad, time, customer, always, cancel, star, find","['onestar', 'here', 'story', 'order', 'gocar', 'waiting', 'driver', 'pick', 'tap', 'amount', 'tip', 'give', 'trip', 'app', 'suddenly', 'show', 'driver', 'finish', 'trip', 'km', 'minute', 'balance', 'deduct', 'tip', 'even', 'see', 'car', 'driver', 'contact', 'contact', 'refunded', 'fare', 'tip', 'unable', 'refunded', 'uninstalle']",onestar here story order gocar waiting driver pick tap amount tip give trip app suddenly show driver finish trip km minute balance deduct tip even see car driver contact contact refunded fare tip unable refunded uninstalle,Service,Negative,0.9943892359733582
0,0.464,"good, app, service, great, gojek, use, easy, well, help, helpful","['love', 'comfortable', 'fill', 'effective', 'animation', 'really', 'easy', 'navigate', 'issue', 'guy', 'order', 'lot', 'food', 'online', 'usually', 'top', 'lot', 'money', 'use', 'month', 'instead', 'everytime', 'order', 'top', 'promo', 'allow', 'use', 'allow', 'even', 'use', 'see', 'much', 'cut', 'actual', 'price', 'opinion', 'show', 'error', 'screen']",love comfortable fill effective animation really easy navigate issue guy order lot food online usually top lot money use month instead everytime order top promo allow use allow even use see much cut actual price opinion show error screen,User Experience,Negative,0.9694216251373291
1,0.746,"driver, get, order, bad, time, customer, always, cancel, star, find","['efficient', 'user', 'friendly', 'helpful', 'input', 'gocar', 'many', 'time', 'driver', 'cancel', 'order', 'specific', 'reason', 'know', 'privilege', 'get', 'penalty', 'hope', 'penalty', 'award', 'driver', 'cancel', 'order', 'take', 'course', 'valid', 'reason', 'otherwise', 'easily', 'cancel', 'order', 'easily', 'party', 'loos', 'customer', 'time']",efficient user friendly helpful input gocar many time driver cancel order specific reason know privilege get penalty hope penalty award driver cancel order take course valid reason otherwise easily cancel order easily party loos customer time,Service,Negative,0.9261192679405212
0,0.468,"good, app, service, great, gojek, use, easy, well, help, helpful","['use', 'app', 'year', 'simple', 'uiux', 'however', 'let', 'recently', 'confirm', 'give', 'discount', 'food', 'delivery', 'fee', 'randomly', 'randomly', 'seem', 'kind', 'discount', 'spread', 'randomly', 'kind', 'nice', 'disappointing', 'time', 'moreover', 'customer', 'service', 'take', 'min', 'answer', 'issue', 'priority', 'customer', 'goclub', 'disappoint']",use app year simple uiux however let recently confirm give discount food delivery fee randomly randomly seem kind discount spread randomly kind nice disappointing time moreover customer service take min answer issue priority customer goclub disappoint,User Experience,Negative,0.9980858564376831
1,0.381,"driver, get, order, bad, time, customer, always, cancel, star, find","['old', 'version', 'work', 'gazzillion', 'time', 'well', 'late', 'version', 'late', 'version', 'design', 'nightmare', 'system', 'wise', 'far', 'different', 'take', 'second', 'load', 'mobile', 'phone', 'course', 'know', 'priority', 'cosmetic', 'substance', 'clearly', 'pay', 'high', 'salary', 'necessarily', 'mean', 'get', 'high', 'quality', 'standard', 'developer', 'designer', 'utterly', 'disappointing']",old version work gazzillion time well late version late version design nightmare system wise far different take second load mobile phone course know priority cosmetic substance clearly pay high salary necessarily mean get high quality standard developer designer utterly disappointing,Service,Negative,0.9994292855262756
2,0.531,"gopay, crash, keep, top, update, work, still, account, close, fix","['update', 'request', 'also', 'say', 'old', 'version', 'app', 'deactivate', 'even', 'do', 'expect', 'reach', 'restart', 'update', 'meanwhile', 'do', 'requirement', 'relate', 'mobile', 'phone', 'restart', 'device', 'make', 'sure', 'stable', 'wifi', 'connection', 'use', 'app']",update request also say old version app deactivate even do expect reach restart update meanwhile do requirement relate mobile phone restart device make sure stable wifi connection use app,Payment,Negative,0.9950738549232483
1,0.574,"driver, get, order, bad, time, customer, always, cancel, star, find","['honestly', 'love', 'app', 'service', 'really', 'super', 'partner', 'system', 'hard', 'cancel', 'order', 'think', 'need', 'suggest', 'maybe', 'work', 'add', 'confirmation', 'actually', 'finish', 'order', 'customer', 'check', 'twice', 'sure', 'order', 'change', 'order', 'list', 'cancel', 'maybe', 'order', 'button', 'accidentally', 'click', 'online', 'shop', 'work', 'safe']",honestly love app service really super partner system hard cancel order think need suggest maybe work add confirmation actually finish order customer check twice sure order change order list cancel maybe order button accidentally click online shop work safe,Service,Negative,0.9830031991004944
